id,price
15957.0,12120.051452507265
11091.0,15314.755245108332
11215.0,18609.613625506194
14370.0,1055.0012528341863
12277.0,2696.5838231059165
2607.0,4926.892294379561
18441.0,13766.293780990563
20637.0,13645.729476295892
9180.0,4623.539518323154
15340.0,1659.6853429952246
6307.0,3976.194930797051
12383.0,12403.093934404857
1083.0,23996.461721359075
14085.0,87369.23217319723
11428.0,9132.298079203305
11548.0,5675.961998661754
4522.0,3766.545042808501
21261.0,1031.5824801384506
11568.0,4712.370750761597
11064.0,956.1400902014309
19934.0,9787.64816086633
13448.0,15101.952557201941
15871.0,1571.654793346805
5255.0,2545.385284531096
9851.0,12032.551172615576
7712.0,21626.147980145917
20217.0,3097.2129979375095
10643.0,2644.4540854785705
8908.0,26169.773224975223
9098.0,8422.546580239083
8676.0,8556.67749652574
4675.0,29701.61914002634
5599.0,12596.991844533928
7020.0,13446.07956342151
2664.0,8083.691436245761
18201.0,76947.98869945032
14155.0,26.057585979801843
16525.0,2171.1897472913906
20590.0,13323.047699813736
19901.0,2069.7733834939304
5768.0,9857.588099485241
14072.0,6052.951256545431
8623.0,8180.9847168386295
10583.0,18938.232140406657
9833.0,17252.817263048004
321.0,24195.10044132406
6115.0,1779.1027954940164
1656.0,793.1710898616484
10714.0,8573.580848266643
7395.0,3784.2512810919234
11380.0,13167.499192427977
17217.0,10386.757813795848
9327.0,33245.72380584282
12456.0,13555.892067119723
7709.0,517.8836789159373
19174.0,21370.378592437533
18380.0,4806.2733620055105
1519.0,1964.7450582423644
111.0,770.3423365407334
18559.0,4954.064104959626
13571.0,6295.464080239254
21531.0,10784.222296942022
14767.0,16750.398759390035
609.0,7845.291276568942
10146.0,13487.819990060469
4729.0,13978.01502457131
19834.0,420.1887977231968
15517.0,6320.203283811625
19860.0,69579.86858025048
15811.0,8633.276401611334
16209.0,17994.852051521288
5405.0,4486.112247033432
7077.0,9089.045017807024
11888.0,25061.68013729656
4822.0,16267.59871645831
5122.0,14089.398821237482
1191.0,8256.434536804998
11414.0,3824.3454984430696
15972.0,519.7537094818542
9772.0,11041.95348644698
12600.0,4928.073970915081
7972.0,8413.482119139324
17412.0,2698.1929811441305
19138.0,23493.7271047157
12016.0,14721.084907151939
6385.0,6886.280570466361
21211.0,10699.093031639315
10162.0,827.2316341212627
11520.0,2440.4529155759183
1584.0,2187.4717075718804
8501.0,12477.350724113807
1686.0,7049.699127050393
19149.0,2522.336570509864
16514.0,8531.40168036296
1718.0,5377.74757549781
4259.0,2170.5972145011156
10334.0,12142.7798719874
9361.0,7657.403055009832
1696.0,4935.878487115144
17653.0,10466.188846421659
13074.0,29523.569030290848
18693.0,12338.959413869576
7565.0,7357.40437629133
14849.0,5093.039921410531
6596.0,4297.478995659302
1590.0,5749.3023340969285
1689.0,2933.8510041254185
6349.0,21702.768880739168
8675.0,10240.27265542623
